TIME,O21,O22,PEDAL,THROTTLE,NE,MAP,TA,STFT,LTFT
4705,0.12,0.74,22.75,16.08,1566.25,31,37,-0.78,3.91
4706,0.12,0.74,22.75,16.08,1566.25,31,37,-0.78,3.91
4707,0.16,0.74,23.53,16.47,1574,31,37,0,3.91
4708,0.16,0.74,23.53,16.47,1574,32,36,0,3.91
4709,0.16,0.74,23.53,16.47,1574,32,36,0,3.91
4710,0.16,0.74,24.31,16.47,1585.75,32,36,0,3.91
4711,0.16,0.74,24.31,16.47,1585.75,32,36,0,3.91
4712,0.2,0.74,24.31,16.47,1585.75,34,35,0.78,3.91
4713,0.1,0.74,25.88,19.22,1636.5,39,31,2.34,3.91
4714,0.1,0.74,25.88,19.22,1636.5,39,31,2.34,3.91
4715,0.1,0.74,25.88,19.22,1773.25,39,31,2.34,3.91
4716,0.08,0.74,25.88,21.18,1773.25,39,31,3.12,3.91
4717,0.08,0.74,25.88,21.18,1773.25,49,31,3.12,3.91
4718,0.74,0.72,27.45,21.96,1964.75,56,28,3.91,3.91
4719,0.74,0.72,27.45,21.96,1964.75,56,28,3.91,3.91
4720,0.74,0.72,27.45,21.96,1964.75,56,28,3.91,3.91
4721,0.74,0.72,27.45,21.96,1964.75,56,28,3.91,3.91
4722,0.8,0.72,28.24,23.14,1964.75,60,27,3.91,3.91
4723,0.8,0.72,28.24,23.14,1964.75,60,27,3.91,3.91
4724,0.76,0.74,28.24,23.53,2527.25,59,31,3.12,3.91
4725,0.76,0.74,28.24,23.53,2527.25,59,31,3.12,3.91
4726,0.76,0.74,28.24,23.53,2527.25,59,31,3.12,3.91
4727,0.72,0.72,28.24,23.53,2804.5,55,35,2.34,3.91
4728,0.72,0.72,28.24,23.53,2804.5,55,35,2.34,3.91
4729,0.72,0.72,28.24,23.53,3035,55,35,2.34,3.91
4730,0.76,0.72,28.24,23.53,3035,53,36,2.34,3.91
4731,0.76,0.72,28.24,23.53,3035,53,36,2.34,3.91
4732,0.78,0.74,28.24,23.53,3246,50,36,0,3.91
4733,0.78,0.74,28.24,23.53,3246,50,36,0,3.91
4734,0.78,0.74,28.24,23.53,3246,50,36,0,3.91
4735,0.8,0.74,28.24,23.92,3445.25,47,36,-1.56,3.91
4736,0.8,0.74,28.24,23.92,3445.25,47,36,-1.56,3.91
4737,0.8,0.74,28.24,23.92,3445.25,47,36,-1.56,3.91
4738,0.76,0.74,28.24,24.31,3640.5,45,37,-3.12,3.91
4739,0.76,0.74,28.24,24.31,3640.5,45,37,-3.12,3.91
4740,0.74,0.74,28.24,25.1,3820.25,43,34,-4.69,3.91
4741,0.74,0.74,28.24,25.1,3820.25,43,34,-4.69,3.91
4742,0.74,0.74,28.24,25.1,3820.25,43,34,-4.69,3.91
4743,0.64,0.74,28.24,25.88,4007.75,43,34,-6.25,3.91
4744,0.64,0.74,28.24,25.88,4007.75,42,33,-6.25,3.91
4745,0.64,0.74,28.24,25.88,4007.75,42,33,-6.25,3.91
4746,0.46,0.72,28.24,26.67,4207,41,35,-7.81,3.91
4747,0.46,0.72,28.24,26.67,4207,41,35,-7.81,3.91
4748,0.46,0.72,28.24,26.67,4207,41,35,-7.81,3.91
4749,0.1,0.72,28.24,26.27,4386.5,40,37,-9.37,3.91
4750,0.1,0.72,28.24,26.27,4386.5,40,37,-9.37,3.91
4751,0.1,0.72,28.24,26.27,4570.25,40,37,-9.37,3.91
4752,0.08,0.72,28.24,26.27,4570.25,40,37,-9.37,3.91
4753,0.08,0.72,28.24,26.27,4570.25,38,37,-9.37,3.91
4754,0.14,0.72,28.24,26.67,4730.25,37,37,-6.25,3.91
4755,0.14,0.72,28.24,26.67,4730.25,37,37,-6.25,3.91
4756,0.14,0.72,28.24,26.67,4730.25,37,37,-6.25,3.91
4757,0.78,0.72,28.24,26.27,4875,36,37,-4.69,3.91
4758,0.78,0.72,28.24,26.27,4875,36,37,-4.69,3.91
4759,0.78,0.72,28.24,26.27,4875,36,37,-4.69,3.91
4760,0.62,0.72,28.24,26.67,4996,35,37,-6.25,3.91
4761,0.62,0.72,28.24,26.67,4996,35,37,-6.25,3.91
4762,0.62,0.72,28.24,26.67,4996,35,37,-6.25,3.91
4763,0.24,0.72,28.24,26.67,5097.5,34,35,-8.59,3.91
4764,0.24,0.72,28.24,26.67,5097.5,34,35,-8.59,3.91
4765,0.24,0.72,28.24,26.27,5214.75,34,35,-8.59,3.91
4766,0.14,0.72,28.24,26.27,5214.75,33,36,-7.03,3.91
4767,0.14,0.72,28.24,26.27,5214.75,33,36,-7.03,3.91
4768,0.14,0.72,23.92,21.57,5234.25,33,36,-6.25,3.91
4769,0.14,0.72,23.92,21.57,5234.25,23,44,-6.25,3.91
4770,0.14,0.72,23.92,21.57,5234.25,23,44,-6.25,3.91
4771,0.88,0.74,23.92,20.39,5148.25,19,44,-7.81,3.91
4772,0.88,0.74,23.92,20.39,5148.25,19,44,-7.81,3.91
4773,0.88,0.74,23.92,20.39,5148.25,19,44,-7.81,3.91
4774,0.88,0.74,23.53,20.39,5078,19,44,-10.16,3.91
4775,0.88,0.74,23.53,20.39,5078,19,44,-10.16,3.91
4776,0.88,0.74,23.53,20.39,5078,19,44,-10.16,3.91
4777,0.72,0.74,23.14,19.61,4960.75,18,44,-12.5,3.91
4778,0.72,0.74,23.14,19.61,4960.75,18,44,-12.5,3.91
4779,0.1,0.74,22.75,19.61,4843.75,18,44,-14.06,3.91
4780,0.1,0.74,22.75,19.61,4843.75,18,44,-14.06,3.91
4781,0.1,0.74,22.75,19.61,4843.75,18,44,-14.06,3.91
4782,0.06,0.72,22.35,18.82,4722.5,17,44,-12.5,3.91
4783,0.06,0.72,22.35,18.82,4722.5,17,44,-12.5,3.91
4784,0.06,0.72,22.35,18.82,4722.5,17,44,-12.5,3.91
4785,0.08,0.72,22.35,18.82,4625,17,44,-9.37,3.91
4786,0.08,0.72,22.35,18.82,4625,16,44,-9.37,3.91
4787,0.08,0.72,22.35,18.82,4625,16,44,-9.37,3.91
4788,0.08,0.72,21.96,18.82,4511.5,16,44,-7.03,3.91
4789,0.08,0.72,21.96,18.82,4511.5,17,44,-7.03,3.91
4790,0.08,0.72,21.96,18.82,4511.5,17,44,-7.03,3.91
4791,0.1,0.72,21.96,18.43,4417.75,16,43,-3.91,3.91
4792,0.1,0.72,21.96,18.43,4417.75,16,43,-3.91,3.91
4793,0.1,0.72,22.35,18.04,4304.5,16,43,-3.91,3.91
4794,0.78,0.72,22.35,18.04,4304.5,16,43,-3.91,3.91
4795,0.78,0.72,22.35,18.04,4304.5,16,43,-3.91,3.91
4796,0.8,0.72,22.35,17.65,4234.25,15,42,-3.91,3.91
4797,0.8,0.72,22.35,17.65,4234.25,15,42,-3.91,3.91
4798,0.8,0.72,22.35,17.65,4234.25,15,42,-3.91,3.91
4799,0.8,0.72,22.35,17.65,4156.25,15,42,-3.91,3.91
4800,0.8,0.72,22.35,17.65,4156.25,15,42,-3.91,3.91
4801,0.72,0.74,22.35,17.65,4156.25,15,41,-5.47,3.91
4802,0.72,0.74,22.35,17.65,4062.5,15,41,-5.47,3.91
4803,0.72,0.74,22.35,17.65,4062.5,15,41,-5.47,3.91
4804,0.68,0.74,22.35,17.65,4062.5,15,41,-7.03,3.91
4805,0.1,0.74,22.35,16.86,3972.5,15,40,-7.81,3.91
4806,0.1,0.74,22.35,16.86,3972.5,15,40,-7.81,3.91
4807,0.1,0.74,22.35,16.86,3902.25,15,40,-7.81,3.91
4808,0.72,0.74,22.35,16.86,3902.25,15,39,-5.47,3.91
4809,0.72,0.74,22.35,16.86,3902.25,15,39,-5.47,3.91
4810,0.82,0.74,22.35,16.86,3800.75,15,39,-5.47,3.91
4811,0.82,0.74,22.35,16.86,3800.75,15,39,-5.47,3.91
4812,0.82,0.74,22.35,16.86,3800.75,15,39,-5.47,3.91
4813,0.76,0.74,22.35,16.47,3718.75,16,38,-7.03,3.91
4814,0.76,0.74,22.35,16.47,3718.75,16,38,-7.03,3.91
4815,0.76,0.74,22.35,16.47,3718.75,16,38,-7.03,3.91
4816,0.76,0.76,22.35,16.47,3628.75,16,40,-8.59,3.91
4817,0.76,0.76,22.35,16.47,3628.75,16,40,-8.59,3.91
4818,0.76,0.76,22.35,16.47,3628.75,16,40,-8.59,3.91
4819,0.68,0.76,22.35,16.47,3546.75,17,42,-10.16,3.91
4820,0.68,0.76,22.35,16.47,3546.75,17,42,-10.16,3.91
4821,0.68,0.76,22.35,16.47,3546.75,17,42,-10.16,3.91
4822,0.6,0.76,21.96,16.47,3457,17,44,-10.16,3.91
4823,0.6,0.76,21.96,16.47,3457,17,44,-10.16,3.91
4824,0.6,0.76,21.96,16.47,3371,17,44,-10.16,3.91
4825,0.56,0.76,21.96,16.08,3371,17,43,-13.28,3.91
4826,0.56,0.76,21.96,16.08,3371,17,43,-13.28,3.91
4827,0.08,0.76,21.57,15.69,3273.25,17,43,-14.06,3.91
4828,0.08,0.76,21.57,15.69,3273.25,17,42,-14.06,3.91
4829,0.08,0.76,21.57,15.69,3273.25,17,42,-14.06,3.91
4830,0.12,0.76,20.39,14.51,3175.75,16,40,0,3.91
4831,0.12,0.76,20.39,14.51,3175.75,16,40,0,3.91
4832,0.12,0.76,20.39,14.51,3175.75,16,40,0,3.91
4833,0.38,0.76,19.22,13.73,3058.5,15,38,0,3.91
4834,0.38,0.76,19.22,13.73,3058.5,15,38,0,3.91
4835,0.38,0.76,19.22,13.73,3058.5,15,38,0,3.91
4836,0.1,0.76,19.22,12.94,2929.5,15,36,0,3.91
4837,0.1,0.76,19.22,12.94,2929.5,15,36,0,3.91
4838,0.1,0.76,19.22,12.94,2929.5,15,36,0,3.91
4839,0.12,0.78,19.22,12.16,2812.5,15,34,0,3.91
4840,0.12,0.78,19.22,12.16,2812.5,15,34,0,3.91
4841,0.12,0.78,19.22,12.16,2671.75,15,34,0,3.91
4842,0.04,0.78,19.22,15.69,2671.75,15,34,0,3.91
4843,0.04,0.78,19.22,15.69,2671.75,19,32,0,3.91
4844,0.02,0.78,19.22,15.69,2546.75,19,32,0,3.91
4845,0.02,0.78,19.22,15.69,2546.75,21,30,0,3.91
4846,0.02,0.78,19.22,15.69,2546.75,21,30,0,3.91
4847,0.02,0.78,19.22,15.29,2417.75,21,30,0,3.91
4848,0.02,0.76,19.22,15.29,2417.75,20,0,0,3.91
4849,0.02,0.76,19.22,15.29,2417.75,20,0,0,3.91
4850,0,0.76,19.22,14.9,2289,20,0,0,3.91
4851,0,0.76,19.22,14.9,2289,20,0,0,3.91
4852,0,0.76,19.22,14.9,2289,20,0,0,3.91
4853,0,0.76,19.22,14.51,2160,20,0,0,3.91
4854,0,0.76,19.22,14.51,2160,20,0,0,3.91
4855,0,0.76,19.22,14.51,2160,20,0,0,3.91
4856,0,0.74,19.22,14.51,2039,19,-20,0,3.91
4857,0,0.74,19.22,14.51,2039,19,-20,0,3.91
4858,0,0.74,19.22,14.51,2039,19,-20,0,3.91
4859,0,0.68,19.22,12.55,2039,18,8,0,3.91
4860,0,0.68,19.22,12.55,2039,18,8,0,3.91
4861,0.04,0.68,19.22,12.55,1847.5,18,8,0,3.91
4862,0.04,0.1,19.22,12.55,1847.5,16,21,0,3.91
4863,0.04,0.1,19.22,12.55,1847.5,16,21,0,3.91
4864,0.14,0.04,19.22,12.55,1753.75,16,21,0,3.91
4865,0.14,0.04,19.22,12.55,1753.75,16,32,0,3.91
4866,0.14,0.04,19.22,12.55,1753.75,16,32,0,3.91
4867,0.78,0.04,19.61,12.55,1644.5,16,32,0,3.91
4868,0.78,0.04,19.61,12.55,1644.5,16,19,0,3.91
4869,0.78,0.04,19.61,12.55,1644.5,16,19,0,3.91
4870,0.72,0.06,20,12.55,1535,16,15,0,3.91
4871,0.72,0.06,20,12.55,1535,16,15,0,3.91
4872,0.72,0.06,20,12.55,1535,16,15,0,3.91
4873,0.22,0.08,20.78,12.55,1437.5,16,15,0,3.91
4874,0.22,0.08,20.78,12.55,1437.5,17,26,0,3.91
4875,0.22,0.08,21.18,12.94,1410,17,26,0,3.91
4876,0.22,0.1,21.18,12.94,1410,18,28,0,3.91
4877,0.22,0.1,21.18,12.94,1410,18,28,0,3.91
4878,0.86,0.12,21.18,12.94,1382.75,18,30,0,3.91
4879,0.86,0.12,21.18,12.94,1382.75,18,30,0,3.91
4880,0.86,0.12,21.18,12.94,1382.75,18,30,0,3.91
4881,0.86,0.12,21.18,12.94,1347.5,19,34,0,3.91
4882,0.86,0.12,21.18,12.94,1347.5,19,34,0,3.91
4883,0.86,0.12,21.18,12.94,1347.5,19,34,0,3.91
4884,0.86,0.12,21.57,12.94,1324,20,35,0,3.91
4885,0.86,0.12,21.57,12.94,1324,20,35,0,3.91
4886,0.86,0.12,21.57,12.94,1324,20,35,0,3.91
4887,0.86,0.14,21.57,12.94,1304.5,20,35,0,3.91
4888,0.86,0.14,21.57,12.94,1304.5,20,35,0,3.91
4889,0.86,0.14,21.57,14.9,1289,24,34,0,3.91
4890,0.86,0.14,21.57,14.9,1289,24,34,0,3.91
4891,0.86,0.14,21.57,14.9,1289,24,34,0,3.91
4892,0.86,0.14,21.96,15.29,1300.75,27,33,0,3.91
4893,0.86,0.14,21.96,15.29,1300.75,27,33,0,3.91
4894,0.86,0.14,21.96,15.29,1300.75,27,33,0,3.91
4895,0.86,0.14,21.96,15.29,1332,29,32,0,3.91
4896,0.86,0.14,21.96,15.29,1332,29,32,0,3.91
4897,0.86,0.14,21.96,15.29,1332,29,32,0,3.91
4898,0.86,0.14,21.96,15.29,1234.25,31,30,0,3.91
4899,0.86,0.14,21.96,15.29,1234.25,31,30,0,3.91
4900,0.86,0.14,21.96,15.29,1175.75,32,28,0,3.91
4901,0.86,0.14,21.96,15.29,1175.75,32,28,0,3.91
4902,0.86,0.14,21.96,15.29,1175.75,32,28,0,3.91
4903,0.86,0.14,21.96,15.29,1140.5,34,27,0,3.91
4904,0.86,0.14,21.96,15.29,1140.5,34,27,0,3.91
4905,0.86,0.14,21.96,15.29,1140.5,34,27,0,3.91
4906,0.82,0.14,21.96,15.29,1105.25,35,25,0,3.91
4907,0.82,0.14,21.96,15.29,1105.25,35,25,0,3.91
4908,0.82,0.14,21.96,15.29,1105.25,35,25,0,3.91
4909,0.76,0.16,21.96,15.29,1078,35,25,0,3.91
4910,0.76,0.16,21.96,15.29,1078,36,24,0,3.91
4911,0.76,0.16,21.96,15.29,1078,36,24,0,3.91
4912,0.62,0.16,21.96,15.29,1078,36,24,0,3.91
4913,0.62,0.16,21.96,15.29,1078,38,24,0,3.91
4914,0.6,0.16,21.96,15.29,1046.75,38,24,0,3.91
4915,0.6,0.16,21.96,15.29,1046.75,39,24,0,3.91
4916,0.6,0.16,21.96,15.29,1046.75,39,24,0,3.91
4917,0.72,0.16,21.96,15.69,1046.75,39,24,-0.78,3.91
4918,0.72,0.16,21.96,15.69,1046.75,40,23,-0.78,3.91
4919,0.72,0.16,21.96,15.69,1046.75,40,23,-0.78,3.91
4920,0.78,0.16,22.35,15.69,1050.75,40,23,-0.78,3.91
4921,0.78,0.16,22.35,15.69,1050.75,41,23,-0.78,3.91
4922,0.78,0.16,23.14,16.08,1062.5,41,23,-1.56,3.91
4923,0.78,0.16,23.14,16.08,1062.5,41,23,-1.56,3.91
4924,0.78,0.16,23.14,16.08,1062.5,43,22,-1.56,3.91
4925,0.8,0.16,23.14,16.08,1101.5,43,22,-1.56,3.91
4926,0.8,0.16,23.14,16.08,1101.5,44,22,-1.56,3.91
4927,0.8,0.16,23.14,16.08,1101.5,44,22,-1.56,3.91
4928,0.78,0.16,23.14,16.47,1160,44,22,-2.34,3.91
4929,0.78,0.16,23.14,16.47,1160,45,22,-2.34,3.91
4930,0.78,0.16,23.14,16.47,1160,45,22,-2.34,3.91
4931,0.74,0.16,23.14,16.47,1222.5,45,22,-2.34,3.91
4932,0.74,0.16,23.14,16.47,1222.5,44,22,-2.34,3.91
4933,0.74,0.16,23.14,16.47,1222.5,44,22,-2.34,3.91
4934,0.36,0.18,23.14,16.47,1277.25,43,23,-3.12,3.91
4935,0.36,0.18,23.14,16.47,1277.25,43,23,-3.12,3.91
4936,0.36,0.18,23.14,16.47,1277.25,43,23,-3.12,3.91
4937,0.1,0.18,23.14,16.47,1328,42,24,-2.34,3.91
4938,0.1,0.18,23.14,16.47,1328,42,24,-2.34,3.91
4939,0.18,0.18,23.14,16.47,1386.5,41,26,-1.56,3.91
4940,0.18,0.18,23.14,16.47,1386.5,41,26,-1.56,3.91
4941,0.18,0.18,23.14,16.47,1386.5,41,26,-1.56,3.91
4942,0.82,0.18,23.14,16.08,1425.75,40,28,-0.78,3.91
4943,0.82,0.18,23.14,16.08,1425.75,40,28,-0.78,3.91
4944,0.82,0.18,23.14,16.08,1425.75,40,28,-0.78,3.91
4945,0.86,0.18,23.14,16.08,1425.75,38,30,-0.78,3.91
4946,0.86,0.18,23.14,16.08,1425.75,38,30,-0.78,3.91
4947,0.86,0.18,22.75,16.08,1488.25,36,31,-1.56,3.91
4948,0.86,0.18,22.75,16.08,1488.25,36,31,-1.56,3.91
4949,0.86,0.18,22.75,16.08,1488.25,36,31,-1.56,3.91
4950,0.86,0.18,22.75,16.08,1500,35,32,-2.34,3.91
4951,0.86,0.18,22.75,16.08,1500,35,32,-2.34,3.91
4952,0.86,0.18,22.75,16.08,1500,35,32,-2.34,3.91
4953,0.86,0.18,22.75,16.08,1511.5,35,32,-2.34,3.91
4954,0.86,0.2,22.75,16.08,1511.5,34,33,-2.34,3.91
4955,0.86,0.2,22.75,16.08,1511.5,34,33,-2.34,3.91
4956,0.82,0.2,22.75,16.08,1507.75,33,33,-3.12,3.91
4957,0.82,0.2,22.75,16.08,1507.75,33,33,-3.12,3.91
4958,0.82,0.2,22.75,16.08,1507.75,33,33,-3.12,3.91
4959,0.8,0.2,22.75,16.08,1507.75,33,34,-3.91,3.91
4960,0.8,0.2,22.75,16.08,1507.75,33,34,-3.91,3.91
4961,0.76,0.2,22.75,16.08,1500,32,34,-4.69,3.91
4962,0.76,0.2,22.75,16.08,1500,32,34,-4.69,3.91
4963,0.76,0.2,22.75,16.08,1500,32,34,-4.69,3.91
4964,0.64,0.2,23.14,16.08,1492,32,34,-4.69,3.91
4965,0.64,0.2,23.14,16.08,1492,32,34,-4.69,3.91
4966,0.64,0.2,23.14,16.08,1492,32,34,-4.69,3.91
4967,0.3,0.2,23.14,16.08,1488.25,32,34,-3.91,3.91
4968,0.3,0.2,23.14,16.08,1488.25,32,34,-3.91,3.91
4969,0.3,0.2,23.14,16.08,1488.25,32,34,-3.91,3.91
4970,0.3,0.2,23.14,16.08,1492,33,34,-3.12,3.91
4971,0.3,0.2,23.14,16.08,1492,33,34,-3.12,3.91
4972,0.3,0.2,23.14,16.08,1492,33,34,-3.12,3.91
4973,0.74,0.2,23.14,16.08,1496,33,34,-2.34,3.91
4974,0.74,0.2,23.14,16.08,1496,33,34,-2.34,3.91
4975,0.78,0.2,23.14,16.08,1500,33,34,-2.34,3.91
4976,0.78,0.2,23.14,16.08,1500,33,33,-2.34,3.91
4977,0.78,0.2,23.14,16.08,1500,33,33,-2.34,3.91
4978,0.76,0.2,23.14,16.08,1511.5,33,34,-2.34,3.91
4979,0.76,0.2,23.14,16.08,1511.5,33,34,-2.34,3.91
4980,0.76,0.2,23.14,16.08,1511.5,33,34,-2.34,3.91
4981,0.72,0.2,23.14,16.08,1515.5,33,34,-3.12,3.91
4982,0.72,0.2,23.14,16.08,1515.5,33,34,-3.12,3.91
4983,0.36,0.22,23.14,16.08,1527.25,33,34,-3.12,3.91
4984,0.36,0.22,23.14,16.08,1527.25,33,34,-3.12,3.91
4985,0.36,0.22,23.14,16.08,1527.25,33,34,-3.12,3.91
4986,0.12,0.22,23.14,16.08,1535,33,35,-2.34,3.91
4987,0.12,0.22,23.14,16.08,1535,33,35,-2.34,3.91
4988,0.12,0.22,23.14,16.08,1535,33,35,-2.34,3.91
4989,0.18,0.22,23.14,16.08,1546.75,32,35,-1.56,3.91
4990,0.18,0.22,23.14,16.08,1546.75,32,35,-1.56,3.91
4991,0.18,0.22,23.14,16.08,1546.75,32,35,-1.56,3.91
4992,0.74,0.22,23.14,16.08,1554.5,32,35,-0.78,3.91
4993,0.74,0.22,23.14,16.08,1554.5,32,35,-0.78,3.91
4994,0.74,0.22,23.14,16.08,1566.25,32,35,-0.78,3.91
4995,0.78,0.22,23.14,16.08,1566.25,32,36,-0.78,3.91
4996,0.78,0.22,23.14,16.08,1566.25,32,36,-0.78,3.91
4997,0.74,0.22,23.14,16.08,1570.25,32,36,-0.78,3.91
4998,0.74,0.22,23.14,16.08,1570.25,32,36,-0.78,3.91
4999,0.52,0.22,23.14,16.08,1570.25,32,35,0,3.91
5000,0.52,0.22,23.14,16.08,1570.25,32,35,0,3.91
5001,0.12,0.22,23.14,16.08,1578,32,36,0.78,3.91
5002,0.12,0.22,23.14,16.08,1578,32,36,0.78,3.91
5003,0.18,0.24,23.14,16.08,1570.25,31,37,1.56,3.91
5004,0.18,0.24,23.14,16.08,1570.25,31,37,1.56,3.91
5005,0.78,0.24,23.14,15.69,1566.25,31,38,2.34,3.91
5006,0.78,0.24,23.14,15.69,1566.25,31,38,2.34,3.91
5007,0.78,0.24,23.14,15.69,1566.25,31,38,2.34,3.91
5008,0.82,0.24,23.14,15.69,1554.5,30,38,2.34,3.91
5009,0.82,0.24,23.14,15.69,1554.5,30,38,2.34,3.91
5010,0.82,0.24,23.14,15.69,1554.5,30,38,2.34,3.91
5011,0.8,0.24,23.14,15.69,1539,30,37,1.56,3.91
5012,0.8,0.24,23.14,15.69,1539,30,37,1.56,3.91
5013,0.8,0.24,23.14,15.69,1539,30,37,1.56,3.91
5014,0.78,0.24,23.14,15.69,1527.25,30,37,0.78,3.91
5015,0.78,0.24,23.14,15.69,1527.25,30,37,0.78,3.91
5016,0.7,0.24,23.14,15.69,1507.75,30,37,0.78,3.91
5017,0.7,0.24,23.14,15.69,1507.75,30,36,0.78,3.91
5018,0.7,0.24,23.14,15.69,1507.75,30,36,0.78,3.91
5019,0.36,0.24,23.14,15.69,1496,30,36,0.78,3.91
5020,0.36,0.24,23.14,15.69,1496,30,36,0.78,3.91
5021,0.36,0.24,23.14,15.69,1496,30,36,0.78,3.91
5022,0.24,0.24,23.14,15.69,1476.5,31,35,2.34,3.91
5023,0.24,0.24,23.14,15.69,1476.5,31,35,2.34,3.91
5024,0.24,0.24,23.14,15.69,1468.75,31,35,2.34,3.91
5025,0.78,0.24,23.14,15.69,1468.75,31,35,3.12,3.91
5026,0.78,0.24,23.14,15.69,1468.75,31,35,3.12,3.91
5027,0.8,0.26,23.14,15.69,1453,31,34,2.34,3.91
5028,0.8,0.26,23.14,15.69,1453,31,34,2.34,3.91
5029,0.8,0.26,23.14,15.69,1453,31,34,2.34,3.91
5030,0.82,0.26,23.14,15.69,1445.25,32,33,1.56,3.91
5031,0.82,0.26,23.14,15.69,1445.25,32,33,1.56,3.91
5032,0.82,0.26,23.14,15.69,1445.25,32,33,1.56,3.91
5033,0.8,0.26,23.14,15.69,1441.25,32,33,1.56,3.91
5034,0.8,0.26,23.14,15.69,1441.25,32,33,1.56,3.91
5035,0.8,0.26,23.14,15.69,1441.25,32,33,1.56,3.91
5036,0.78,0.26,23.14,15.69,1429.5,32,33,0.78,3.91
5037,0.78,0.26,23.14,15.69,1429.5,32,33,0.78,3.91
5038,0.78,0.26,23.14,15.69,1429.5,32,33,0.78,3.91
5039,0.74,0.26,23.14,15.69,1429.5,33,32,0,3.91
5040,0.72,0.26,23.14,15.69,1421.75,33,32,-0.78,3.91
5041,0.72,0.26,23.14,15.69,1421.75,33,32,-0.78,3.91
5042,0.72,0.26,23.14,15.69,1417.75,33,32,-0.78,3.91
5043,0.72,0.26,23.14,15.69,1417.75,33,32,-0.78,3.91
5044,0.74,0.26,23.14,15.69,1421.75,33,31,-1.56,3.91
5045,0.74,0.28,23.14,15.69,1421.75,33,31,-1.56,3.91
5046,0.74,0.28,23.14,15.69,1421.75,33,31,-1.56,3.91
5047,0.74,0.28,23.14,15.69,1421.75,33,31,-1.56,3.91
5048,0.76,0.28,23.14,15.69,1421.75,33,31,-2.34,3.91
5049,0.76,0.28,23.14,15.69,1421.75,33,31,-2.34,3.91
5050,0.76,0.28,23.14,15.69,1421.75,33,31,-2.34,3.91
5051,0.72,0.28,23.14,15.69,1425.75,33,31,-3.12,3.91
5052,0.72,0.28,23.14,15.69,1425.75,33,31,-3.12,3.91
5053,0.72,0.28,23.14,15.69,1425.75,33,31,-3.12,3.91
5054,0.7,0.28,23.14,15.69,1425.75,33,31,-3.91,3.91
5055,0.7,0.28,23.14,15.69,1425.75,33,31,-3.91,3.91
5056,0.7,0.28,23.14,15.69,1433.5,33,31,-2.34,3.91
5057,0.62,0.28,23.14,15.69,1433.5,33,32,-2.34,3.91
5058,0.62,0.28,23.14,15.69,1433.5,33,32,-2.34,3.91
5059,0.7,0.28,23.14,15.69,1433.5,33,32,-2.34,3.91
5060,0.7,0.28,23.14,15.69,1433.5,33,32,-2.34,3.91
5061,0.7,0.28,23.14,15.69,1433.5,33,32,-2.34,3.91
5062,0.78,0.28,23.14,15.69,1437.5,33,32,-1.56,3.91
5063,0.78,0.28,23.14,15.69,1437.5,33,32,-1.56,3.91
5064,0.78,0.28,23.14,15.69,1437.5,33,32,-1.56,3.91
5065,0.78,0.3,23.14,15.69,1445.25,33,32,-2.34,3.91
5066,0.78,0.3,23.14,15.69,1445.25,33,32,-2.34,3.91
5067,0.78,0.3,23.14,15.69,1445.25,33,32,-2.34,3.91
5068,0.76,0.3,23.14,15.69,1441.25,33,32,-3.12,3.91
5069,0.76,0.3,23.14,15.69,1441.25,33,32,-3.12,3.91
5070,0.76,0.3,23.14,15.69,1441.25,33,32,-3.12,3.91
5071,0.68,0.3,23.14,15.69,1449,33,32,-3.12,3.91
5072,0.68,0.3,23.14,15.69,1449,33,32,-3.12,3.91
5073,0.36,0.3,23.14,15.69,1449,33,32,-2.34,3.91
5074,0.36,0.3,23.14,15.69,1449,33,32,-2.34,3.91
5075,0.36,0.3,23.14,15.69,1449,33,32,-2.34,3.91
5076,0.74,0.3,23.14,15.69,1453,32,33,-1.56,3.91
5077,0.74,0.3,23.14,15.69,1453,32,33,-1.56,3.91
5078,0.74,0.3,23.14,15.69,1453,32,33,-1.56,3.91
5079,0.78,0.3,23.14,15.69,1457,32,32,-1.56,3.91
5080,0.78,0.3,23.14,15.69,1457,32,32,-1.56,3.91
5081,0.78,0.3,23.14,15.69,1457,32,32,-1.56,3.91
5082,0.78,0.32,23.14,15.69,1453,32,32,-2.34,3.91
5083,0.78,0.32,23.14,15.69,1453,32,32,-2.34,3.91
5084,0.74,0.32,23.14,15.69,1460.75,32,32,-3.12,3.91
5085,0.74,0.32,23.14,15.69,1460.75,32,32,-3.12,3.91
5086,0.6,0.32,23.14,15.69,1453,32,32,-1.56,3.91
5087,0.6,0.32,23.14,15.69,1453,32,33,-1.56,3.91
5088,0.18,0.32,23.14,15.69,1460.75,32,33,0,3.91
5089,0.18,0.32,23.14,15.69,1460.75,32,33,0,3.91
5090,0.18,0.32,23.14,15.69,1460.75,32,33,0,3.91
5091,0.18,0.32,23.14,15.69,1460.75,32,33,0.78,3.91
5092,0.18,0.32,23.14,15.69,1460.75,32,33,0.78,3.91
5093,0.18,0.32,23.14,15.69,1460.75,32,33,0.78,3.91
5094,0.78,0.32,23.14,15.69,1457,32,33,0.78,3.91
5095,0.78,0.32,23.14,15.69,1457,32,33,0.78,3.91
5096,0.78,0.32,23.14,15.69,1460.75,32,33,0.78,3.91
5097,0.78,0.32,23.14,15.69,1460.75,32,33,0.78,3.91
5098,0.78,0.32,23.14,15.69,1460.75,32,33,0.78,3.91
